date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:09:23	1036/1036	---M--	200	added ('OK')	text/css	etag:%2240c-57881c821af6e%22	https://www.e-education.psu.edu/meteo3/modules/book/book.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/modules/book/book48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:23	184/184	---M--	200	added ('OK')	text/css	etag:%22b8-57881c81f88a8%22	https://www.e-education.psu.edu/meteo3/modules/comment/comment.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/modules/comment/comment48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:23	550/550	---M--	200	added ('OK')	text/css	etag:%22226-57881c8238819%22	https://www.e-education.psu.edu/meteo3/modules/field/theme/field.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/modules/field/theme/field48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:24	144/144	---M--	200	added ('OK')	text/css	etag:%2290-57881c840a52e%22	https://www.e-education.psu.edu/meteo3/modules/node/node.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/modules/node/node48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:24	564/564	---M--	200	added ('OK')	text/css	etag:%22234-57881c82e8492%22	https://www.e-education.psu.edu/meteo3/modules/search/search.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/modules/search/search48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:24	1827/1827	---M--	200	added ('OK')	text/css	etag:%22723-57881c820ad9e%22	https://www.e-education.psu.edu/meteo3/modules/user/user.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/modules/user/user48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:24	426/426	---M--	200	added ('OK')	text/css	etag:%221aa-56a4355007640%22	https://www.e-education.psu.edu/meteo3/sites/all/modules/extlink/extlink.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/modules/extlink/extlink48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:25	707/707	---M--	200	added ('OK')	text/css	etag:%222c3-569c47cb07980%22	https://www.e-education.psu.edu/meteo3/sites/all/modules/views/css/views.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/modules/views/css/views48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:25	689/689	---M--	200	added ('OK')	text/css	etag:%222b1-542eb00a340c0%22	https://www.e-education.psu.edu/meteo3/sites/all/modules/hidden_nodes/hidden_nodes.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/modules/hidden_nodes/hidden_nodes48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:25	509/509	---M--	200	added ('OK')	text/css	etag:%221fd-565e62f3d8e40%22	https://www.e-education.psu.edu/meteo3/sites/all/modules/ctools/css/ctools.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/modules/ctools/css/ctools48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:26	4990/4990	---M--	200	added ('OK')	text/css	etag:%22137e-577dd0613ec40%22	https://www.e-education.psu.edu/meteo3/sites/all/modules/lightbox2/css/lightbox.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/modules/lightbox2/css/lightbox48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:26	516/516	---M--	200	added ('OK')	text/css	etag:%22204-5777e63698e40%22	https://www.e-education.psu.edu/meteo3/sites/all/modules/print/print_ui/css/print_ui.theme.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/modules/print/print_ui/css/print_ui.theme48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:26	2239/2239	---M--	200	added ('OK')	text/css	etag:%228bf-5470a9add6940%22	https://www.e-education.psu.edu/meteo3/sites/all/modules/responsive_menus/styles/responsive_menus_simple/css/responsive_menus_simple.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/modules/responsive_menus/styles/responsive_menus_simple/css/responsive_menus_simple48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:26	7358/7358	---M--	200	added ('OK')	text/css	etag:%221cbe-509e1556c3640%22	https://www.e-education.psu.edu/meteo3/sites/all/libraries/superfish/css/superfish.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/libraries/superfish/css/superfish48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:27	1524/1524	---M--	200	added ('OK')	text/css	etag:%225f4-50dbced5b0598%22	https://www.e-education.psu.edu/meteo3/sites/all/themes/meteo/print.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/themes/meteo/print48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:27	2106/2106	---M--	200	added ('OK')	text/css	etag:%2283a-4dc252f12e228%22	https://www.e-education.psu.edu/meteo3/sites/all/themes/omega/alpha/css/alpha-reset.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/themes/omega/alpha/css/alpha-reset48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:27	716/716	---M--	200	added ('OK')	text/css	etag:%222cc-4d5b22bdeccc1%22	https://www.e-education.psu.edu/meteo3/sites/all/themes/omega/alpha/css/alpha-mobile.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/themes/omega/alpha/css/alpha-mobile48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:27	1272/1272	---M--	200	added ('OK')	text/css	etag:%224f8-4d5b22bded499%22	https://www.e-education.psu.edu/meteo3/sites/all/themes/omega/alpha/css/alpha-alpha.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/themes/omega/alpha/css/alpha-alpha48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:28	4837/4837	---M--	200	added ('OK')	text/css	etag:%2212e5-4d5b22be0cc6a%22	https://www.e-education.psu.edu/meteo3/sites/all/themes/omega/omega/css/formalize.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/themes/omega/omega/css/formalize48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:28	1332/1332	---M--	200	added ('OK')	text/css	etag:%22534-4d5b22be0c49a%22	https://www.e-education.psu.edu/meteo3/sites/all/themes/omega/omega/css/omega-text.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/themes/omega/omega/css/omega-text48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:28	278/278	---M--	200	added ('OK')	text/css	etag:%22116-4d5b22be0d823%22	https://www.e-education.psu.edu/meteo3/sites/all/themes/omega/omega/css/omega-branding.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/themes/omega/omega/css/omega-branding48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:28	72/72	---M--	200	added ('OK')	text/css	etag:%2248-4d5b22be0c882%22	https://www.e-education.psu.edu/meteo3/sites/all/themes/omega/omega/css/omega-menu.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/themes/omega/omega/css/omega-menu48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:29	132/132	---M--	200	added ('OK')	text/css	etag:%2284-4d5b22be0d43a%22	https://www.e-education.psu.edu/meteo3/sites/all/themes/omega/omega/css/omega-forms.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/themes/omega/omega/css/omega-forms48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:29	4246/4246	---M--	200	added ('OK')	text/css	etag:%221096-4d5b22be0d054%22	https://www.e-education.psu.edu/meteo3/sites/all/themes/omega/omega/css/omega-visuals.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/themes/omega/omega/css/omega-visuals48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:29	37706/37706	---M--	200	added ('OK')	text/css	etag:%22934a-5701c9c73f7ac%22	https://www.e-education.psu.edu/meteo3/sites/all/themes/meteo/css/global.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/themes/meteo/css/global48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:29	5494/5494	---M--	200	added ('OK')	text/css	etag:%221576-5108db7b7f658%22	https://www.e-education.psu.edu/meteo3/sites/all/themes/meteo/css/meteo-alpha-default.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/themes/meteo/css/meteo-alpha-default48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:30	3634/3634	---M--	200	added ('OK')	text/css	etag:%22e32-5108db7b7d72c%22	https://www.e-education.psu.edu/meteo3/sites/all/themes/meteo/css/meteo-alpha-default-narrow.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/themes/meteo/css/meteo-alpha-default-narrow48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:30	4383/4383	---M--	200	added ('OK')	text/css	etag:%22111f-4d5b22bdf518a%22	https://www.e-education.psu.edu/meteo3/sites/all/themes/omega/alpha/css/grid/alpha_default/narrow/alpha-default-narrow-12.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/themes/omega/alpha/css/grid/alpha_default/narrow/alpha-default-narrow-1248f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:30	1324/1324	---M--	200	added ('OK')	text/css	etag:%2252c-510a097a97f1b%22	https://www.e-education.psu.edu/meteo3/sites/all/themes/meteo/css/meteo-alpha-default-normal.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/themes/meteo/css/meteo-alpha-default-normal48f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:31	4383/4383	---M--	200	added ('OK')	text/css	etag:%22111f-4d5b22bdfa390%22	https://www.e-education.psu.edu/meteo3/sites/all/themes/omega/alpha/css/grid/alpha_default/normal/alpha-default-normal-12.css?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/themes/omega/alpha/css/grid/alpha_default/normal/alpha-default-normal-1248f3.css	(from https://www.e-education.psu.edu/meteo3/)
15:09:31	78602/78602	---M--	200	added ('OK')	application/javascript	etag:%221330a-57881c849ffb6%22	https://www.e-education.psu.edu/meteo3/misc/jquery.js?v=1.4.4	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/misc/jquery1cc4.js	(from https://www.e-education.psu.edu/meteo3/)
15:09:31	2974/2974	---M--	200	added ('OK')	application/javascript	etag:%22b9e-57881c84d2c33%22	https://www.e-education.psu.edu/meteo3/misc/jquery.once.js?v=1.2	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/misc/jquery.once7839.js	(from https://www.e-education.psu.edu/meteo3/)
15:09:31	20219/20219	---M--	200	added ('OK')	application/javascript	etag:%224efb-57881c849d8a7%22	https://www.e-education.psu.edu/meteo3/misc/drupal.js?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/misc/drupal48f3.js	(from https://www.e-education.psu.edu/meteo3/)
15:09:32	7580/7580	---M--	200	added ('OK')	application/javascript	etag:%221d9c-56a4355007640%22	https://www.e-education.psu.edu/meteo3/sites/all/modules/extlink/extlink.js?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/modules/extlink/extlink48f3.js	(from https://www.e-education.psu.edu/meteo3/)
15:09:32	45640/45640	---M--	200	added ('OK')	application/javascript	etag:%22b248-577dd0613ec40%22	https://www.e-education.psu.edu/meteo3/sites/all/modules/lightbox2/js/lightbox.js?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/modules/lightbox2/js/lightbox48f3.js	(from https://www.e-education.psu.edu/meteo3/)
15:09:32	2271/2271	---M--	200	added ('OK')	application/javascript	etag:%228df-53a211451f984%22	https://www.e-education.psu.edu/meteo3/sites/all/modules/custom_js_libraries/printable_links/printable_links.js?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/modules/custom_js_libraries/printable_links/printable_links48f3.js	(from https://www.e-education.psu.edu/meteo3/)
15:09:32	320/320	---M--	200	added ('OK')	application/javascript	etag:%22140-53a2114565e85%22	https://www.e-education.psu.edu/meteo3/sites/all/modules/custom_js_libraries/toggler/toggler.js?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/modules/custom_js_libraries/toggler/toggler48f3.js	(from https://www.e-education.psu.edu/meteo3/)
15:09:33	1361/1361	---M--	200	added ('OK')	application/javascript	etag:%22551-4d37f1118fc00%22	https://www.e-education.psu.edu/meteo3/sites/all/modules/saveguard/saveguard.js?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/modules/saveguard/saveguard48f3.js	(from https://www.e-education.psu.edu/meteo3/)
15:09:33	9640/9640	---M--	200	added ('OK')	application/javascript	etag:%2225a8-5470a9add6940%22	https://www.e-education.psu.edu/meteo3/sites/all/modules/responsive_menus/styles/responsive_menus_simple/js/responsive_menus_simple.js?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/modules/responsive_menus/styles/responsive_menus_simple/js/responsive_menus_simple48f3.js	(from https://www.e-education.psu.edu/meteo3/)
15:09:33	6256/6256	---M--	200	added ('OK')	application/javascript	etag:%221870-570db71cd9340%22	https://www.e-education.psu.edu/meteo3/sites/all/modules/google_analytics/googleanalytics.js?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/modules/google_analytics/googleanalytics48f3.js	(from https://www.e-education.psu.edu/meteo3/)
15:09:34	1464/1464	---M--	200	added ('OK')	application/javascript	etag:%225b8-509e1556c3640%22	https://www.e-education.psu.edu/meteo3/sites/all/libraries/superfish/jquery.hoverIntent.minified.js?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/libraries/superfish/jquery.hoverIntent.minified48f3.js	(from https://www.e-education.psu.edu/meteo3/)
15:09:34	43233/43233	---MC-	200	added ('OK')	text/javascript	date:Thu,%2011%20Oct%202018%2019:41:26%20GMT	https://www.google-analytics.com/analytics.js	D:/Offline%20Websites/WinHTTrack/METEO3/www.google-analytics.com/analytics.js	(from https://www.e-education.psu.edu/meteo3/)
15:09:34	15568/15568	---M--	200	added ('OK')	application/javascript	etag:%223cd0-509e1556c3640%22	https://www.e-education.psu.edu/meteo3/sites/all/libraries/superfish/sfsmallscreen.js?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/libraries/superfish/sfsmallscreen48f3.js	(from https://www.e-education.psu.edu/meteo3/)
15:09:34	3671/3671	---M--	200	added ('OK')	application/javascript	etag:%22e57-509e1556c3640%22	https://www.e-education.psu.edu/meteo3/sites/all/libraries/superfish/supposition.js?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/libraries/superfish/supposition48f3.js	(from https://www.e-education.psu.edu/meteo3/)
15:09:35	4404/4404	---M--	200	added ('OK')	application/javascript	etag:%221134-509e1556c3640%22	https://www.e-education.psu.edu/meteo3/sites/all/libraries/superfish/superfish.js?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/libraries/superfish/superfish48f3.js	(from https://www.e-education.psu.edu/meteo3/)
15:09:35	4835/4835	---M--	200	added ('OK')	application/javascript	etag:%2212e3-509e1556c3640%22	https://www.e-education.psu.edu/meteo3/sites/all/libraries/superfish/supersubs.js?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/libraries/superfish/supersubs48f3.js	(from https://www.e-education.psu.edu/meteo3/)
15:09:35	1445/1445	---M--	200	added ('OK')	application/javascript	etag:%225a5-4dbd7081499b0%22	https://www.e-education.psu.edu/meteo3/sites/all/modules/superfish/superfish.js?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/modules/superfish/superfish48f3.js	(from https://www.e-education.psu.edu/meteo3/)
15:09:35	4208/4208	---M--	200	added ('OK')	application/javascript	etag:%221070-4d5b22be095bd%22	https://www.e-education.psu.edu/meteo3/sites/all/themes/omega/omega/js/jquery.formalize.js?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/themes/omega/omega/js/jquery.formalize48f3.js	(from https://www.e-education.psu.edu/meteo3/)
15:09:36	3391/3391	---M--	200	added ('OK')	application/javascript	etag:%22d3f-4d5b22be099a4%22	https://www.e-education.psu.edu/meteo3/sites/all/themes/omega/omega/js/omega-mediaqueries.js?ph0le5	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/themes/omega/omega/js/omega-mediaqueries48f3.js	(from https://www.e-education.psu.edu/meteo3/)
15:09:39	53905/53905	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2020:09:36%20GMT	https://www.e-education.psu.edu/meteo3/syllabus	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/syllabus.html	(from https://www.e-education.psu.edu/meteo3/)
15:09:40	35859/35859	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2020:09:39%20GMT	https://www.e-education.psu.edu/meteo3/orientation.html	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/orientation.html	(from https://www.e-education.psu.edu/meteo3/)
15:09:41	33202/33202	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2020:09:40%20GMT	https://www.e-education.psu.edu/meteo3/node/1940	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/node/1940.html	(from https://www.e-education.psu.edu/meteo3/)
15:09:43	33536/33536	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2020:09:41%20GMT	https://www.e-education.psu.edu/meteo3/node/2257	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/node/2257.html	(from https://www.e-education.psu.edu/meteo3/)
15:09:43	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2008%20Nov%202018%2020:09:43%20GMT	https://www.e-education.psu.edu/meteo3/login	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/login.3d.delayed	(from https://www.e-education.psu.edu/meteo3/)
15:09:43	349/349	---M--	302	error ('Found')	text/html	date:Thu,%2008%20Nov%202018%2020:09:43%20GMT	https://www.e-education.psu.edu/meteo3/login/cosign?redirect_url=http://www.e-education.psu.edu/meteo3/	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/login/cosign.3e2010.delayed	(from https://www.e-education.psu.edu/meteo3/)
15:09:43	65563/65563	---M--	200	added ('OK')	image/jpeg	etag:%221001b-560cca7e6f45a%22	https://www.e-education.psu.edu/meteo3/sites/www.e-education.psu.edu.meteo3/files/images/lesson0/franklinwithkey.jpg	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/www.e-education.psu.edu.meteo3/files/images/lesson0/franklinwithkey.jpg	(from https://www.e-education.psu.edu/meteo3/)
15:09:44	35589/35589	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2020:09:43%20GMT	https://www.e-education.psu.edu/meteo3/taxonomy/term/1	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/taxonomy/term/1.html	(from https://www.e-education.psu.edu/meteo3/)
15:09:45	16776/16776	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2020:09:44%20GMT	https://www.e-education.psu.edu/meteo3/print/1777	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/print/1777.html	(from https://www.e-education.psu.edu/meteo3/)
15:09:45	252/252	---M--	200	added ('OK')	image/png	etag:%22fc-5777e63698e40%22	https://www.e-education.psu.edu/meteo3/sites/all/modules/print/icons/print_icon.png	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/sites/all/modules/print/icons/print_icon.png	(from https://www.e-education.psu.edu/meteo3/)
15:09:46	36950/36950	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2020:09:45%20GMT	https://www.e-education.psu.edu/meteo3/l1.html	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/l1.html	(from https://www.e-education.psu.edu/meteo3/)
15:09:47	36379/36379	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2020:09:46%20GMT	https://www.e-education.psu.edu/meteo3/l2.html	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/l2.html	(from https://www.e-education.psu.edu/meteo3/)
15:09:49	36958/36958	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2020:09:48%20GMT	https://www.e-education.psu.edu/meteo3/l3.html	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/l3.html	(from https://www.e-education.psu.edu/meteo3/)
15:09:50	36426/36426	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2020:09:49%20GMT	https://www.e-education.psu.edu/meteo3/l4.html	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/l4.html	(from https://www.e-education.psu.edu/meteo3/)
15:09:51	38094/38094	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2020:09:50%20GMT	https://www.e-education.psu.edu/meteo3/l5.html	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/l5.html	(from https://www.e-education.psu.edu/meteo3/)
15:09:52	37359/37359	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2020:09:51%20GMT	https://www.e-education.psu.edu/meteo3/l6.html	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/l6.html	(from https://www.e-education.psu.edu/meteo3/)
15:09:54	37625/37625	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2020:09:52%20GMT	https://www.e-education.psu.edu/meteo3/l7.html	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/l7.html	(from https://www.e-education.psu.edu/meteo3/)
15:09:55	36254/36254	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2020:09:54%20GMT	https://www.e-education.psu.edu/meteo3/l8.html	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/l8.html	(from https://www.e-education.psu.edu/meteo3/)
15:09:56	36113/36113	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2020:09:55%20GMT	https://www.e-education.psu.edu/meteo3/l9.html	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/l9.html	(from https://www.e-education.psu.edu/meteo3/)
15:09:57	38265/38265	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2020:09:56%20GMT	https://www.e-education.psu.edu/meteo3/l10.html	D:/Offline%20Websites/WinHTTrack/METEO3/www.e-education.psu.edu/meteo3/l10.html	(from https://www.e-education.psu.edu/meteo3/)
